ResponseID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,A1_RegionName
133,car,0,0,seldom,commuting,1,23,male,Chinese,none,不到10万元,1,1,1,1,1,4,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,4,4,4,上海市(Shanghai)
134,car,0,0,once in a month,others,3,24,male,Chinese,none,不到10万元,3,2,2,2,3,4,4,4,4,4,2,2,2,3,3,3,2,4,4,4,3,4,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,4,3,3,4,4,上海市(Shanghai)
135,car,0,0,seldom,others,1,23,male,Chinese,none,不到10万元,4,2,2,2,1,4,4,4,4,4,3,3,3,4,1,1,1,1,4,3,3,2,2,2,2,1,1,1,1,4,3,4,3,4,3,3,3,3,3,3,3,3,上海市(Shanghai)
136,car,0,0,several in a week,commuting,3,23,male,Chinese,none,不到10万元,2,2,2,2,3,2,2,3,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,上海市(Shanghai)
137,others,0,0,seldom,others,1,23,male,Chinese,none,不到10万元,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,上海市(Shanghai)
138,car,8,0,once in a week,others,3,24,male,Chinese,none,不到10万元,3,3,2,3,2,4,3,1,1,3,2,1,1,3,3,2,1,3,3,3,3,3,2,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,上海市(Shanghai)
139,car,1,1,several in a week,others,2,24,male,Chinese,none,不到10万元,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,4,4,4,2,上海市(Shanghai)
140,car,0,0,several in a week,education,2,23,male,Chinese,none,不到10万元,4,4,4,1,3,4,4,4,4,3,2,1,1,4,4,2,1,4,4,4,4,4,1,1,1,4,4,1,1,3,3,2,4,4,1,1,1,1,4,4,4,4,上海市(Shanghai)
141,SUV,0,0,once in a week,education,3,24,male,Chinese,none,不到10万元,2,2,4,5,3,4,3,3,3,4,1,1,2,2,3,1,1,3,3,3,3,1,1,1,1,1,3,1,1,1,1,4,4,4,3,3,2,3,4,3,4,4,上海市(Shanghai)
142,SUV,0,0,everyday,education,9999,46,female,Chinese,none,20万元以上～30万元以下,3,2,2,3,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,4,4,2,4,4,4,4,4,4,4,4,4,2,上海市(Shanghai)
143,car,2,0,everyday,commuting,9999,46,male,Chinese,none,10万元以上～20万元以下,5,2,2,1,1,2,1,3,1,1,2,2,1,3,3,1,2,2,1,3,1,3,2,2,1,1,2,1,1,4,4,4,4,4,4,3,3,4,4,4,4,3,海南省(Hainan)
144,car,1,0,seldom,others,2,29,male,Chinese,none,20万元以上～30万元以下,2,2,2,2,1,4,4,4,4,3,3,3,3,3,3,2,2,1,1,1,1,4,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,广东省(Guangdong)
145,others,0,0,seldom,others,1,46,female,Chinese,Buddhism,不到10万元,2,2,2,2,1,3,3,3,1,2,2,3,1,2,3,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,河南省(Henan)
146,motorcycle,0,0,several in a week,others,9999,48,male,Chinese,none,不到10万元,2,2,3,1,2,3,2,2,2,3,2,2,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,4,4,3,4,4,3,4,4,4,4,4,3,2,海南省(Hainan)
147,bus,0,0,several in a week,commuting,6,30,male,Chinese,none,不到10万元,2,3,1,4,2,2,1,1,1,4,2,1,2,2,4,2,2,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,3,3,2,4,4,3,4,4,3,3,上海市(Shanghai)
148,bus,0,1,everyday,professional driver,9999,48,male,Chinese,none,不到10万元,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,4,4,4,3,3,海南省(Hainan)
149,bus,0,0,seldom,business,2,46,female,Chinese,none,不到10万元,5,5,5,2,2,3,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,海南省(Hainan)
150,car,0,0,everyday,commuting,9999,46,female,Chinese,Buddhism,20万元以上～30万元以下,5,2,3,4,2,2,1,2,1,4,3,2,2,3,3,2,1,1,1,1,1,3,3,1,1,1,1,1,1,4,3,3,4,3,3,4,3,4,4,4,4,2,广东省(Guangdong)
151,car,3,0,everyday,commuting,9999,47,male,Chinese,none,不到10万元,5,5,4,3,4,1,4,4,1,4,4,1,2,3,4,1,3,4,4,4,1,4,4,1,3,3,4,1,3,4,3,3,4,4,4,4,4,4,4,4,4,3,海南省(Hainan)
152,car,1,0,everyday,commuting,8,41,male,Chinese,none,10万元以上～20万元以下,4,3,4,2,2,2,1,3,1,3,2,1,2,1,2,1,1,2,2,2,1,3,3,1,2,1,2,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,山东省(Shandong)
153,car,0,0,several in a week,education,1,22,female,Chinese,Islam,不到10万元,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,北京市(Beijing)
154,car,0,0,seldom,commuting,4,30,male,Chinese,Buddhism,不到10万元,1,2,4,4,5,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,4,4,3,2,2,2,3,2,3,2,1,2,2,重庆市(Chongqing)
155,car,6,1,everyday,commuting,3,48,male,Chinese,none,10万元以上～20万元以下,5,2,3,2,1,2,1,2,1,3,2,1,1,2,3,1,2,1,2,2,1,3,1,1,1,1,2,1,1,4,4,4,4,4,3,3,3,3,3,3,4,2,上海市(Shanghai)
156,car,5,2,several in a week,business,9999,55,male,Chinese,none,30万元以上～50万元以下,3,2,2,2,2,3,2,1,1,3,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,北京市(Beijing)
157,motorcycle,0,0,once in a month,business,1,45,male,Chinese,none,20万元以上～30万元以下,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4,上海市(Shanghai)
158,car,2,0,several in a week,others,5,43,male,Chinese,none,30万元以上～50万元以下,4,3,2,2,3,2,1,2,1,2,1,1,1,3,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,3,3,4,2,上海市(Shanghai)
159,car,0,1,once in a month,commuting,7,38,male,Chinese,none,10万元以上～20万元以下,4,3,4,4,3,3,2,3,3,3,3,2,2,1,1,1,1,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,新疆维吾尔自治区(Xinjiang Uygur Autonomous Region)
160,car,2,1,several in a week,others,10,34,female,Chinese,none,不到10万元,2,2,2,3,1,4,4,4,2,3,3,3,3,3,3,1,1,3,3,3,1,4,2,2,1,1,2,1,1,4,4,4,4,4,3,3,2,4,4,4,4,2,云南省(Yunnan)
161,bus,1,0,once in a month,others,4,28,male,Chinese,none,20万元以上～30万元以下,4,3,3,3,2,3,3,2,2,3,3,2,2,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,3,3,3,2,2,3,3,3,3,3,3,4,3,上海市(Shanghai)
162,car,0,1,once in a month,commuting,3,29,male,Chinese,none,10万元以上～20万元以下,4,2,2,3,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,上海市(Shanghai)
163,car,0,0,seldom,commuting,10,29,male,Chinese,none,10万元以上～20万元以下,5,3,2,2,1,1,1,1,1,3,2,2,2,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,3,3,2,2,2,3,3,3,3,3,3,3,2,浙江省(Zhejiang)
164,car,2,2,everyday,commuting,5,31,male,Chinese,none,30万元以上～50万元以下,5,4,4,4,2,2,2,2,1,3,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,北京市(Beijing)
165,car,0,0,once in a week,commuting,3,30,male,Chinese,none,30万元以上～50万元以下,4,4,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,3,3,4,2,2,3,3,3,3,2,上海市(Shanghai)
166,car,3,0,several in a week,commuting,2,29,male,Chinese,none,10万元以上～20万元以下,5,5,2,3,1,3,3,4,1,3,3,2,3,2,2,1,1,3,3,3,1,3,2,2,3,1,2,1,1,4,4,3,3,3,3,3,3,3,4,4,4,4,上海市(Shanghai)
167,bus,1,0,once in a month,others,7,34,female,Chinese,none,10万元以上～20万元以下,5,3,3,4,3,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,云南省(Yunnan)
168,car,4,1,everyday,commuting,3,30,male,Chinese,none,10万元以上～20万元以下,4,3,3,4,2,1,3,1,3,4,2,1,1,2,3,1,1,1,2,1,3,3,2,1,1,3,3,1,1,4,4,3,3,3,1,3,1,3,3,3,3,3,山东省(Shandong)
169,SUV,0,0,once in a month,others,9999,31,female,Chinese,none,10万元以上～20万元以下,3,3,3,3,1,3,2,2,2,3,2,1,1,2,2,1,1,3,2,2,1,2,1,1,1,1,2,1,1,4,4,3,4,4,3,3,3,4,4,4,4,3,北京市(Beijing)
170,car,1,1,several in a week,commuting,4,38,female,Chinese,none,10万元以上～20万元以下,2,2,3,4,2,3,2,3,2,3,2,1,1,2,2,2,1,3,2,3,2,3,2,1,2,1,2,2,1,3,3,2,3,3,3,3,2,3,4,4,3,2,天津市(Tianjin)
171,car,0,0,seldom,others,2,28,female,Chinese,none,10万元以上～20万元以下,5,4,5,5,2,3,3,3,3,4,3,3,3,2,4,2,1,2,2,2,2,3,2,1,2,2,2,1,1,4,4,2,3,3,3,3,2,2,3,3,3,3,浙江省(Zhejiang)
172,car,4,0,once in a week,others,7,55,male,Chinese,none,10万元以上～20万元以下,5,5,5,5,2,3,3,3,3,4,3,1,2,3,3,2,2,1,2,2,3,4,2,1,1,1,3,1,1,4,3,2,4,2,4,2,2,2,4,4,3,2,陕西省(Shaanxi)
173,car,0,0,everyday,commuting,5,39,male,Chinese,none,10万元以上～20万元以下,4,3,3,3,2,4,2,4,3,4,2,1,3,1,3,1,2,4,3,4,3,4,2,1,1,1,2,1,1,4,3,3,3,3,3,3,3,4,3,3,3,4,上海市(Shanghai)
174,SUV,5,0,everyday,commuting,9999,50,male,Chinese,none,50万元以上～100万元以下,3,2,2,4,1,4,3,4,1,3,3,1,1,1,2,1,1,4,3,3,1,3,3,1,1,1,3,1,1,4,3,2,2,4,3,3,3,4,4,4,4,4,北京市(Beijing)
175,SUV,3,0,several in a week,commuting,9,41,male,Chinese,none,30万元以上～50万元以下,2,2,2,2,1,3,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,4,4,3,3,3,3,4,3,4,4,4,4,3,上海市(Shanghai)
176,car,0,1,several in a week,others,9999,40,male,Chinese,none,10万元以上～20万元以下,2,2,2,2,1,3,1,2,1,3,2,2,2,1,3,1,1,1,1,1,1,3,3,1,1,1,3,1,1,3,3,2,3,3,3,3,3,4,4,4,4,3,上海市(Shanghai)
177,others,0,0,everyday,others,9999,63,male,Chinese,none,不到10万元,5,5,4,4,4,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,四川省(Sichuan)
178,car,0,1,once in a week,commuting,1,30,male,Chinese,none,20万元以上～30万元以下,3,3,2,2,1,2,2,3,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,3,3,3,4,3,3,3,3,3,3,3,3,上海市(Shanghai)
179,SUV,3,1,everyday,commuting,8,38,male,Chinese,none,不到10万元,4,4,5,5,4,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,3,2,1,1,2,2,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,上海市(Shanghai)
180,car,1,0,several in a week,others,6,37,male,Chinese,none,10万元以上～20万元以下,3,2,2,4,2,4,4,2,1,4,1,1,1,2,2,1,1,4,1,1,1,3,2,2,2,2,2,1,1,1,3,3,3,3,4,2,2,4,4,4,4,2,上海市(Shanghai)
181,car,0,0,once in a week,commuting,1,27,female,Chinese,none,10万元以上～20万元以下,2,2,2,2,2,2,3,2,2,3,2,2,2,1,2,1,1,2,2,2,2,3,2,2,1,1,2,1,1,4,3,3,4,4,3,3,3,3,3,3,4,3,上海市(Shanghai)
182,car,0,0,everyday,commuting,4,43,male,Chinese,none,不到10万元,5,5,5,1,1,1,1,1,1,3,2,3,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,4,2,3,3,3,4,4,4,4,4,4,3,3,上海市(Shanghai)
183,car,3,2,several in a week,commuting,3,29,female,Chinese,Islam,20万元以上～30万元以下,2,1,2,2,1,3,2,4,2,4,2,1,1,1,3,1,1,3,2,3,1,3,2,1,1,1,3,1,1,4,3,2,3,3,3,2,2,3,3,3,3,3,上海市(Shanghai)
184,SUV,2,1,everyday,commuting,6,38,male,Chinese,none,不到10万元,5,5,4,5,2,3,4,4,1,4,1,1,1,2,3,1,2,4,4,4,1,4,2,1,1,1,3,2,1,3,2,1,3,2,2,2,2,4,3,2,3,3,江苏省(Jiangsu)
185,car,3,1,several in a week,commuting,8,37,male,Chinese,none,10万元以上～20万元以下,3,3,2,4,2,3,2,3,1,3,3,2,1,3,3,1,1,2,2,3,3,3,3,2,1,1,3,2,1,3,3,2,3,3,2,2,2,3,3,3,4,3,天津市(Tianjin)
186,car,0,0,everyday,commuting,9999,38,male,Chinese,none,10万元以上～20万元以下,4,4,4,4,2,3,3,4,3,3,3,3,3,3,3,3,2,3,2,2,2,4,3,2,2,1,2,1,1,4,3,2,4,4,4,3,3,4,4,4,4,2,安徽省(Anhui)
187,car,5,0,everyday,commuting,6,38,female,Chinese,none,10万元以上～20万元以下,3,4,3,2,2,4,1,1,1,2,1,1,1,1,1,1,1,4,3,3,2,3,2,2,2,2,2,2,2,4,4,3,3,3,3,2,2,2,2,2,3,3,上海市(Shanghai)
188,motorcycle,2,0,once in a month,others,2,21,male,Chinese,none,不到10万元,4,3,2,2,1,2,1,3,2,3,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,2,3,2,4,4,4,4,4,4,4,2,陕西省(Shaanxi)
189,car,0,0,seldom,others,2,21,male,Chinese,none,不到10万元,4,2,3,2,2,3,2,2,1,3,1,1,1,2,3,1,1,4,3,3,2,4,3,1,2,2,3,1,1,4,3,3,4,4,3,3,3,3,3,3,4,3,湖南省(Hunan)
190,car,0,1,once in a week,others,1,21,male,Chinese,none,不到10万元,3,4,4,3,2,2,2,3,2,3,2,3,3,3,4,3,1,1,3,3,2,3,1,3,2,1,2,1,1,3,3,3,3,2,3,2,3,3,4,4,3,2,上海市(Shanghai)
191,car,2,1,everyday,commuting,6,35,female,Chinese,none,20万元以上～30万元以下,1,4,3,3,2,4,2,4,2,4,4,1,1,3,3,3,1,4,2,3,3,4,4,1,1,1,1,2,1,4,3,2,4,4,3,3,3,3,4,4,3,4,安徽省(Anhui)
192,car,0,0,seldom,others,1,20,male,Chinese,Buddhism,不到10万元,5,5,5,5,5,3,2,3,1,2,1,1,2,2,3,2,1,3,2,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,四川省(Sichuan)
193,car,0,0,seldom,others,2,23,female,Chinese,none,不到10万元,5,4,5,4,1,3,1,3,1,2,1,1,1,1,1,1,1,4,3,4,2,3,1,1,1,1,1,1,1,3,4,2,4,4,2,4,2,3,4,4,4,4,四川省(Sichuan)
194,car,2,0,once in a week,education,1,19,female,Chinese,none,不到10万元,5,2,2,3,2,3,2,3,1,3,3,3,3,3,3,1,1,3,2,2,1,2,1,1,1,1,2,1,1,4,4,2,4,4,3,3,3,3,3,3,3,3,上海市(Shanghai)
195,car,2,2,everyday,commuting,9999,50,female,Chinese,none,10万元以上～20万元以下,2,2,2,2,2,1,3,1,3,3,2,1,1,1,1,1,1,2,2,2,1,3,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,上海市(Shanghai)
196,car,0,0,seldom,others,1,20,female,Chinese,none,不到10万元,3,2,2,3,1,3,2,2,1,3,1,1,1,1,3,1,1,3,2,1,1,2,1,1,1,1,2,1,1,4,3,2,3,3,2,3,3,4,3,3,3,2,广东省(Guangdong)
197,car,0,0,seldom,education,1,21,female,Chinese,none,不到10万元,2,3,2,3,2,3,2,2,2,3,2,3,3,3,3,2,2,2,2,1,1,2,2,3,2,2,2,2,1,4,4,4,4,4,3,3,3,3,3,3,3,3,上海市(Shanghai)
198,SUV,0,1,once in a month,others,1,20,male,Chinese,none,不到10万元,3,3,2,3,1,3,2,3,2,3,3,3,3,3,3,1,2,4,1,3,2,3,1,1,1,1,1,1,1,3,3,2,4,4,2,3,2,3,4,4,4,2,上海市(Shanghai)
199,car,0,0,seldom,education,1,21,female,Chinese,none,不到10万元,4,4,4,4,2,3,2,3,3,3,2,2,1,2,3,1,1,4,3,4,4,3,3,2,2,1,2,1,1,3,3,2,4,4,3,2,3,3,3,3,3,3,上海市(Shanghai)
200,car,0,0,seldom,commuting,1,19,male,Chinese,none,不到10万元,4,3,3,4,2,1,2,2,1,1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,3,4,4,3,3,3,4,4,4,3,3,上海市(Shanghai)
